Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Mikal Bridges,28,NYK,SF,82,82,3036,14,0.585,0.391,0.1,2.7,7,4.9,14.4,1.2,1.3,9.7,19.6,3.7,2,5.7,0.09,0.4,-0.9,-0.5,1.2,,bridgmi01
2,Josh Hart,29,NYK,SG,77,77,2897,16.5,0.611,0.327,0.266,6.4,22.6,14.6,20.7,2,0.9,15.5,15.3,5.4,3.8,9.2,0.153,1.1,1.8,2.8,3.6,,hartjo01
3,Anthony Edwards,23,MIN,SG,79,79,2871,20.1,0.595,0.503,0.308,2.4,14.8,8.7,20.9,1.6,1.7,12,31.4,4.6,3.8,8.4,0.14,4.4,0,4.3,4.6,MVP-7CPOY-3ASNBA2,edwaran01
4,Devin Booker,28,PHO,SG,75,75,2795,19.3,0.589,0.388,0.34,3.1,8.9,6.1,30.6,1.2,0.5,11.9,29.3,6.1,0.3,6.4,0.111,2.8,-2.4,0.4,1.7,,bookede01
5,James Harden,35,LAC,PG,79,79,2789,20,0.582,0.516,0.446,2.3,16.1,9.3,36.8,2.1,2,18,29.6,4,4.3,8.3,0.143,3.5,0.8,4.3,4.4,MVP-10ASNBA3,hardeja01
6,DeMar DeRozan,35,SAC,SF,77,77,2768,17.7,0.569,0.196,0.337,2,10.1,6,18.7,1.1,1.1,6.5,25,5.7,1.4,7.1,0.123,1.2,-1.2,-0.1,1.3,,derozde01
7,Trae Young,26,ATL,PG,76,76,2739,18.3,0.567,0.467,0.408,1.4,8.2,4.7,46.4,1.6,0.4,17.9,29.6,4.4,1.3,5.7,0.1,3.3,-2.7,0.5,1.7,CPOY-4AS,youngtr01
8,Tyler Herro,25,MIA,SG,77,77,2725,19.7,0.605,0.486,0.237,1.4,14.6,8.1,26.2,1.3,0.6,11.5,28,4.7,2.7,7.4,0.131,3.8,-0.7,3.1,3.5,AS,herroty01
9,OG Anunoby,27,NYK,PF,74,74,2706,15.4,0.591,0.448,0.22,4.2,11,7.6,8.5,2,2.2,8.3,19.7,3.7,2.8,6.5,0.116,0.7,0.1,0.7,1.9,,anunoog01
10,Jalen Green,22,HOU,SG,82,82,2697,15.1,0.544,0.46,0.234,1.7,13.4,7.4,16,1.3,0.9,11.4,27.3,1.9,3.2,5.1,0.092,1.1,-0.5,0.5,1.7,,greenja05
11,Christian Braun,23,DEN,SG,79,77,2675,16,0.665,0.273,0.261,4.2,12.2,8.4,10.1,1.5,1.2,8.1,15.8,6.2,1.9,8,0.144,0.8,-0.5,0.3,1.6,,braunch01
12,Bam Adebayo,27,MIA,C,78,78,2674,18.9,0.561,0.199,0.295,7.7,23.1,15.5,20,1.8,1.9,11.4,23.5,3.5,4,7.5,0.135,1,1,2,2.7,DPOY-10,adebaba01
13,Ivica Zubac,27,LAC,C,80,80,2624,22.3,0.641,0,0.251,13.1,30.2,21.8,12.8,1,3.4,10.8,19.5,7,4.7,11.7,0.215,2.3,0.8,3.1,3.4,DPOY-6DEF2,zubaciv01
14,Jayson Tatum,26,BOS,PF,72,72,2624,21.7,0.582,0.497,0.3,2,23.7,12.9,27,1.5,1.3,11.2,31.2,5.3,4.2,9.5,0.174,4.4,0.8,5.2,4.8,MVP-4CPOY-10ASNBA1,tatumja01
15,Jaden McDaniels,24,MIN,PF,82,82,2614,13.3,0.562,0.363,0.153,5.6,14.2,10,9,2.1,2.6,9.6,16.3,2.3,3.9,6.3,0.115,-1.4,1.4,0,1.4,,mcdanja02
16,Keegan Murray,24,SAC,PF,76,76,2610,12,0.553,0.548,0.088,6.3,15.5,10.9,5.6,1.1,2.6,6.6,15,2.4,2.1,4.4,0.082,-0.8,-0.8,-1.6,0.2,,murrake02
17,Zach LaVine,29,2TM,SG,74,74,2602,17.3,0.639,0.438,0.233,0.9,12,6.5,18.3,1.1,0.4,13.4,25.3,3.7,1.4,5.1,0.094,2.3,-1.6,0.7,1.8,,lavinza01
17,Zach LaVine,29,CHI,SF,42,42,1432,18.4,0.637,0.43,0.256,0.9,13.7,7.4,20.5,1.3,0.6,13.3,26.6,2,1,3,0.101,2.7,-1,1.6,1.3,,lavinza01
17,Zach LaVine,29,SAC,SG,32,32,1170,15.9,0.642,0.45,0.201,1,9.9,5.4,15.6,0.8,0.2,13.5,23.7,1.7,0.4,2.1,0.086,1.8,-2.3,-0.4,0.5,,lavinza01
18,Shai Gilgeous-Alexander,26,OKC,PG,76,76,2598,30.7,0.637,0.263,0.404,2.8,12.6,7.8,31.3,2.4,3,8.6,34.8,11.9,4.8,16.7,0.309,8.9,2.6,11.5,8.9,MVP-1DPOY-10CPOY-8ASNBA1,gilgesh01
19,Michael Porter Jr.,26,DEN,SF,77,77,2593,16.2,0.617,0.467,0.185,6.1,16.2,11.4,8.7,0.9,1.3,8.4,20.2,4.6,1.8,6.4,0.118,1.6,-1.7,-0.1,1.2,,portemi01
20,Derrick White,30,BOS,SG,76,76,2574,16.6,0.606,0.721,0.168,2.8,11.5,7.2,20.2,1.4,2.9,11.3,19.8,5.1,3.4,8.5,0.158,2.7,0.8,3.5,3.6,DPOY-10,whitede01
21,Dyson Daniels,21,ATL,SG,76,76,2571,15.6,0.545,0.255,0.152,5.1,14.2,9.6,17.9,4.2,2,13.6,18.2,1.3,3.7,5,0.093,-1.1,2.6,1.5,2.3,DPOY-2MIP-1DEF1,daniedy01
22,Nikola Jokić,29,DEN,C,70,70,2571,32,0.663,0.243,0.331,9,28.2,19.1,44.1,2.4,1.6,12.8,29.5,12.7,3.8,16.4,0.307,9.9,3.3,13.3,9.8,MVP-2CPOY-2ASNBA1,jokicni01
23,Austin Reaves,26,LAL,SG,73,73,2550,18.1,0.616,0.512,0.353,2.8,11.5,7.3,24.9,1.6,0.8,12.9,23.7,5.6,2.1,7.6,0.144,2.4,-0.5,1.9,2.6,,reaveau01
24,Toumani Camara,24,POR,PF,78,78,2548,12.5,0.572,0.503,0.176,7.2,12.1,9.6,9.6,2.2,1.8,12.4,14.4,2.5,2.6,5.2,0.097,-0.9,0.8,-0.1,1.2,DPOY-9DEF2,camarto01
25,Pascal Siakam,30,IND,PF,78,78,2548,19.2,0.599,0.274,0.261,5.9,17.6,11.8,15.7,1.3,1.5,7.6,24.2,5,2.5,7.5,0.142,2.2,-0.5,1.7,2.4,AS,siakapa01
26,Brook Lopez,36,MIL,C,80,80,2546,14.8,0.624,0.482,0.178,5,11.8,8.6,7.8,0.9,5.4,9.1,15.8,3.6,2.9,6.6,0.124,0.4,0.4,0.8,1.8,,lopezbr01
27,Karl-Anthony Towns,29,NYK,C,72,72,2517,23.4,0.63,0.278,0.337,9.8,32,21,13.8,1.4,1.9,12.1,27.4,6.3,3.8,10.1,0.193,3.5,0.1,3.6,3.5,ASNBA3,townska01
28,Bub Carrington,19,WAS,PG,82,57,2458,9,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,,carrica01
29,Cade Cunningham,23,DET,PG,70,70,2452,20.6,0.565,0.287,0.254,2.5,16.5,9.6,43,1.4,2.1,16,33.2,3,2.9,5.9,0.115,3.8,0.1,3.9,3.7,MVP-7ASNBA3,cunnica01
30,Tyrese Haliburton,24,IND,PG,73,73,2451,21.8,0.616,0.559,0.221,1.9,9.7,5.9,38.9,2.1,1.8,9.8,21.6,8.1,2.3,10.4,0.204,5.7,0.2,5.8,4.9,NBA3,halibty01
31,Coby White,24,CHI,SG,74,73,2450,15.5,0.601,0.521,0.274,1.1,10.4,5.8,19.5,1.3,0.6,12.4,24.4,3,1.5,4.5,0.088,0.5,-1.4,-0.9,0.7,,whiteco01
32,LeBron James,40,LAL,SF,70,70,2444,22.7,0.604,0.312,0.261,3.4,21.2,12.6,40.3,1.4,1.5,15.5,30.1,4.9,2.8,7.7,0.152,4.9,0.7,5.6,4.7,MVP-6CPOY-7ASNBA2,jamesle01
33,Domantas Sabonis,28,SAC,C,70,70,2429,22.9,0.655,0.175,0.324,12.3,32.6,22.4,26,1,1,16.5,21.6,7.4,2.7,10.1,0.199,4.2,1.1,5.2,4.4,,sabondo01
34,Jamal Murray,27,DEN,PG,67,67,2418,17.8,0.584,0.354,0.219,2.2,9.3,5.9,23.2,1.8,1.2,10.1,24,4.6,1.6,6.2,0.123,1.8,-1,0.8,1.7,,murraja01
35,Alperen Şengün,22,HOU,C,76,76,2395,21.4,0.545,0.079,0.374,11.4,23.8,17.5,24.1,1.7,2.3,12.7,26.2,4.1,4.2,8.3,0.166,2.6,1.8,4.4,3.9,AS,sengual01
36,Rudy Gobert,32,MIN,C,72,72,2389,18.3,0.687,0,0.535,12.5,23.8,18.2,7.5,1.2,4.1,12.4,13,6.1,4,10.1,0.204,0.6,1.3,1.9,2.4,DPOY-13DEF2,goberru01
37,Dillon Brooks,29,HOU,SF,75,75,2388,11,0.555,0.524,0.135,3.3,9.1,6.1,7.4,1.2,0.6,7.4,17.7,2.7,2.5,5.1,0.103,-1.4,0,-1.4,0.4,,brookdi01
38,Tobias Harris,32,DET,PF,73,73,2306,13.9,0.571,0.328,0.206,3.1,17.5,10.4,9.8,1.5,2.4,8.8,17.6,2.3,2.9,5.2,0.108,-0.5,0.6,0.1,1.2,,harrito02
39,Darius Garland,25,CLE,PG,75,75,2301,19.9,0.6,0.451,0.217,2.3,7.6,5,32.2,1.9,0.4,12.8,27.2,5.8,2.3,8.1,0.169,3.9,-0.8,3.1,3,CPOY-6AS,garlada01
40,Jalen Brunson,28,NYK,PG,65,65,2301,21.6,0.605,0.331,0.373,1.4,7.9,4.7,32.3,1.3,0.3,10.5,29.5,6.8,1.4,8.3,0.172,4.7,-1.3,3.3,3.1,MVP-10CPOY-1ASNBA2,brunsja01
41,Jarrett Allen,26,CLE,C,82,82,2296,22.1,0.724,0.008,0.433,10.5,26.7,18.8,9.5,1.6,2.9,11.3,15.9,7.6,4,11.6,0.243,3,1.2,4.2,3.6,,allenja01
42,Chris Paul,39,SAS,PG,82,82,2292,14.7,0.58,0.636,0.158,1.5,12.3,6.9,34.8,2.2,0.9,17.1,14,4.2,1.6,5.7,0.12,0.3,0.5,0.8,1.6,,paulch01
43,Anfernee Simons,25,POR,SG,70,70,2292,14.9,0.557,0.527,0.172,1.2,8,4.5,23.3,1.3,0.2,10.6,24.6,2.9,1.2,4.2,0.087,1.5,-1.5,-0.1,1.1,,simonan01
44,Giannis Antetokounmpo,30,MIL,PF,67,67,2289,30.5,0.625,0.048,0.536,7.3,29.7,19,36,1.2,3.2,11.2,35.2,7.8,3.7,11.5,0.241,6.9,2.5,9.5,6.6,MVP-3DPOY-8ASNBA1,antetgi01
45,Malik Beasley,28,DET,SG,82,18,2283,14.4,0.59,0.715,0.131,2.3,8,5.2,8.9,1.5,0.2,6.8,22.5,2.9,1.8,4.7,0.1,2,-1.2,0.8,1.6,6MOY-2,beaslma01
46,Kentavious Caldwell-Pope,31,ORL,SG,77,77,2279,9.9,0.574,0.607,0.175,1.6,7.2,4.3,8.7,2.2,1.4,9.6,12.4,1.5,3.1,4.6,0.096,-3,1.6,-1.4,0.3,,caldwke01
47,Nikola Vučević,34,CHI,C,73,72,2278,20.3,0.611,0.309,0.144,8.3,25.2,16.9,17.1,1.2,2,9.7,22.4,4.7,2.6,7.3,0.153,2.5,0.1,2.6,2.7,,vucevni01
48,Payton Pritchard,27,BOS,PG,80,3,2271,17.6,0.633,0.723,0.097,4.9,9.8,7.3,18.1,1.5,0.6,8.4,19,6.1,2.5,8.6,0.183,3.4,0.2,3.5,3.2,6MOY-1,pritcpa01
49,Kevin Durant,36,PHO,PF,62,62,2265,21.2,0.642,0.331,0.321,1.2,16.9,9.2,19.6,1.1,3.2,12.9,28.7,4,1.2,5.2,0.111,3.9,-0.7,3.2,3,AS,duranke01
50,Shaedon Sharpe,21,POR,SG,72,52,2252,14.5,0.551,0.428,0.219,3.2,12.7,7.8,14.2,1.3,0.6,11,25.1,1.3,1.7,3,0.064,0,-1.3,-1.3,0.4,,sharpsh01
51,Stephen Curry,36,GSW,PG,70,70,2252,21.5,0.618,0.623,0.238,1.9,13.3,7.4,31.3,1.7,1.3,12.6,29.8,5.2,2.7,7.9,0.168,6.4,0,6.3,4.8,MVP-9CPOY-5ASNBA2,curryst01
52,De'Aaron Fox,27,2TM,PG,62,62,2241,18.3,0.56,0.328,0.273,2.7,12.1,7.4,27.2,2,1.1,11.8,28.3,2.6,1.7,4.3,0.093,1.3,-1,0.4,1.3,,foxde01
52,De'Aaron Fox,27,SAC,PG,45,45,1663,19,0.567,0.324,0.279,3,12.2,7.6,26,1.9,1.2,11.8,29.1,2.2,1.3,3.5,0.101,2,-0.8,1.2,1.3,,foxde01
52,De'Aaron Fox,27,SAS,PG,17,17,578,16.3,0.537,0.339,0.257,1.7,11.9,6.8,30.8,2.1,0.8,11.6,26,0.5,0.4,0.9,0.071,-0.6,-1.4,-2,0,,foxde01
53,Jalen Williams,23,OKC,SG,69,69,2237,20.3,0.573,0.291,0.256,2.9,14.6,8.8,23.4,2.4,2.1,10.3,27.5,3.7,4.1,7.8,0.168,2.7,1.4,4,3.4,ASNBA3DEF2,willija06
54,Donovan Mitchell,28,CLE,SG,71,71,2232,20.9,0.575,0.48,0.274,2.8,12.5,7.8,23.9,2,0.7,9.2,30.9,4.8,2.8,7.6,0.163,3.8,-0.2,3.7,3.2,MVP-5CPOY-9ASNBA1,mitchdo01
55,Harrison Barnes,32,SAS,PF,82,82,2230,14.9,0.656,0.527,0.291,4.7,10.3,7.4,8.6,0.8,0.6,6.1,15.7,5,0.5,5.6,0.12,1.7,-1.7,0,1.2,,barneha02
56,Julius Randle,30,MIN,PF,69,69,2226,17.5,0.593,0.334,0.357,7.3,16.8,12.1,22.5,1,0.7,15.3,25,3.6,2.6,6.2,0.134,1.5,-0.2,1.3,1.8,,randlju01
57,Amen Thompson,22,HOU,SF,69,42,2225,18.7,0.602,0.131,0.354,9,18.2,13.5,16.9,2.1,3.6,14.6,17.5,4.1,3.9,8,0.172,1.4,2.6,4.1,3.4,DPOY-5DEF1,thompam01
58,Jaren Jackson Jr.,25,MEM,C,74,74,2207,19.6,0.591,0.321,0.328,4.4,15.5,10,10.1,1.9,4.7,9.9,28.1,3.2,3.2,6.4,0.139,1.6,0.8,2.3,2.4,DPOY-7ASDEF2,jacksja02
59,Desmond Bane,26,MEM,SG,69,68,2205,17.9,0.6,0.411,0.194,3,16.9,10,23.6,1.7,1.2,13.3,23.3,4,2.6,6.5,0.142,2.6,0.6,3.2,2.9,,banede01
60,Naz Reid,25,MIN,C,80,17,2200,15.8,0.577,0.501,0.155,4.7,19.3,12.1,12.6,1.3,3,9.9,21.5,2.4,3.3,5.7,0.125,0.8,0.8,1.6,2,6MOY-5,reidna01
61,Tyus Jones,28,PHO,PG,81,58,2174,14.5,0.585,0.587,0.083,2.1,7.8,5,27.7,1.6,0.3,11.4,16.2,4,0.3,4.4,0.096,1.4,-1.3,0.1,1.1,,jonesty01
62,Myles Turner,28,IND,C,72,72,2174,16.1,0.612,0.486,0.293,4.7,19.4,12.1,7.1,1.2,6,11.8,20.7,1.8,2.9,4.7,0.104,0,0.4,0.4,1.3,,turnemy01
63,Evan Mobley,23,CLE,PF,71,71,2167,22.3,0.633,0.254,0.337,8.4,24,16.5,15.1,1.4,4.7,12.2,23.2,5.3,3.8,9,0.2,3.1,1.5,4.6,3.6,MVP-10DPOY-1ASNBA2DEF1,mobleev01
64,Taurean Prince,30,MIL,SF,80,73,2166,9.8,0.613,0.652,0.093,1.8,12.2,7.2,9.4,1.7,0.6,13.3,12.5,1.3,2.2,3.5,0.077,-2,0.3,-1.7,0.1,,princta02
65,Stephon Castle,20,SAS,SG,81,47,2162,13.7,0.522,0.337,0.348,4.4,10.3,7.4,22.8,1.7,0.9,13.4,26,0.1,1,1.1,0.025,-1.5,-1.7,-3.2,-0.6,ROY-1,castlst01
66,Deni Avdija,24,POR,SF,72,54,2161,17.7,0.605,0.405,0.441,5.4,21.2,13.1,19.9,1.6,1.5,16.3,23.2,3.1,2.5,5.6,0.124,1.5,0.6,2.1,2.2,,avdijde01
67,Jaylen Brown,28,BOS,SF,63,63,2158,17.8,0.555,0.32,0.288,4.1,14.4,9.3,21.4,1.7,0.8,11.4,28.9,2.3,2.9,5.2,0.115,0.4,-0.4,0,1.1,AS,brownja02
68,Tim Hardaway Jr.,32,DET,SG,77,77,2153,9.8,0.567,0.672,0.213,0.9,8.4,4.7,7.6,0.8,0.3,6.1,15.5,2.1,1.4,3.5,0.077,-1.1,-0.9,-2.1,0,,hardati02
69,Bennedict Mathurin,22,IND,SF,72,49,2149,13.6,0.579,0.338,0.389,4.6,15.2,9.9,8.8,1.1,1,11.9,22.8,1.3,1.8,3,0.068,-1.3,-1.5,-2.9,-0.5,,mathube01
70,Spencer Dinwiddie,31,DAL,PG,79,30,2136,13,0.553,0.478,0.356,0.9,9.5,5.3,22.1,1.6,0.7,11.4,17.9,2.4,1.2,3.7,0.082,-0.9,-0.7,-1.6,0.2,,dinwisp01
71,Scottie Barnes,23,TOR,PF,65,65,2134,17.8,0.523,0.263,0.284,5.3,20.2,12.6,27.7,2.1,2.8,13.4,27,0.6,2.9,3.5,0.078,1.5,0.9,2.4,2.3,,barnesc01
72,Max Christie,21,2TM,SG,78,36,2127,10.4,0.57,0.532,0.258,2,11.2,6.7,9.2,1.5,1.3,11.8,15.2,1.1,1.6,2.7,0.06,-2.1,-0.5,-2.5,-0.3,,chrisma02
72,Max Christie,21,LAL,SG,46,25,1154,10.6,0.598,0.566,0.302,2.5,9.3,6,7.7,1.5,1.7,10.7,13.9,1,0.9,2,0.081,-1.8,0,-1.8,0,,chrisma02
72,Max Christie,21,DAL,SG,32,11,973,10.2,0.543,0.5,0.215,1.5,13.4,7.6,11,1.4,0.9,12.9,16.8,0,0.7,0.7,0.035,-2.4,-1,-3.4,-0.3,,chrisma02
73,Josh Giddey,22,CHI,PG,70,69,2117,18.1,0.57,0.348,0.281,6.4,21.4,14,32.9,1.9,1.8,18.4,21.7,2.8,2.5,5.3,0.121,1.9,1.1,3,2.7,,giddejo01
74,Fred VanVleet,30,HOU,PG,60,60,2111,12.8,0.515,0.607,0.181,1.6,9.7,5.6,21.2,2.2,1.1,9.6,17.7,2.4,2.8,5.2,0.119,-0.4,1.3,0.9,1.5,,vanvlfr01
75,Keyonte George,21,UTA,PG,67,35,2109,12.9,0.539,0.552,0.31,1.3,11.5,6.5,26.9,1,0.4,14.9,24.3,0.9,0.1,1.1,0.024,-0.2,-2.5,-2.7,-0.3,,georgke01
76,Dennis Schröder,31,3TM,PG,75,49,2105,12.7,0.531,0.449,0.261,1.4,9.2,5.2,28.7,1.5,0.6,13.3,21.6,1.5,1.7,3.2,0.073,-1.3,-0.9,-2.2,-0.1,,schrode01
76,Dennis Schröder,31,BRK,PG,23,23,772,16,0.588,0.462,0.249,0.6,9.9,5,33.4,1.7,0.5,14.1,23.8,1.1,0.5,1.6,0.099,1.1,-1.1,0,0.4,,schrode01
76,Dennis Schröder,31,GSW,SG,24,18,628,8.4,0.474,0.458,0.155,1.7,8.1,4.8,24,1.9,0.5,15.2,21.2,-0.5,0.7,0.2,0.012,-4.6,-0.6,-5.2,-0.5,,schrode01
76,Dennis Schröder,31,DET,PG,28,8,705,12.9,0.515,0.422,0.382,2.1,9.5,5.8,27.8,1,0.7,10.7,19.6,0.9,0.5,1.5,0.1,-0.9,-1.2,-2.1,0,,schrode01
77,Damian Lillard,34,MIL,PG,58,58,2093,21.3,0.621,0.528,0.396,1.6,12.1,7.1,29.7,1.6,0.4,12.2,27.8,5.6,2,7.6,0.175,4.7,-0.6,4,3.2,AS,lillada01
78,Russell Westbrook,36,DEN,PG,75,36,2092,14.3,0.532,0.35,0.28,5.6,13.4,9.7,28.8,2.4,1.6,20.6,23.8,-0.1,2.1,1.9,0.045,-0.9,-0.2,-1.1,0.5,6MOY-7,westbru01
79,Kelly Oubre Jr.,29,PHI,SF,60,57,2078,13.5,0.551,0.327,0.25,5.1,15.4,10,7.9,2.2,1.4,8.9,18.9,1.2,1.4,2.6,0.061,-1.7,-0.6,-2.3,-0.1,,oubreke01
80,Nickeil Alexander-Walker,26,MIN,SG,82,10,2073,11.6,0.579,0.601,0.192,2.9,11.1,7.1,15,1.2,1.5,12.9,16,2,2.3,4.3,0.099,-0.8,0.4,-0.4,0.8,6MOY-6,alexani01
81,Luguentz Dort,25,OKC,SF,71,71,2073,11.3,0.586,0.696,0.078,4.7,10.3,7.6,6.9,1.8,1.9,7.7,13.6,2.4,3.2,5.6,0.129,-0.6,0.8,0.2,1.2,DPOY-4DEF1,dortlu01
82,Onyeka Okongwu,24,ATL,C,74,40,2064,19,0.634,0.216,0.316,11.4,24,17.5,11.4,1.6,3,10.4,17.3,4.9,2.3,7.2,0.168,1.2,0.2,1.3,1.7,,okongon01
83,Malik Monk,26,SAC,SG,65,45,2054,15,0.549,0.456,0.19,1.6,11.7,6.7,25.7,1.5,1.8,13.5,24.6,1.3,1.4,2.8,0.065,0.3,-1.1,-0.8,0.6,,monkma01
84,Jaylen Wells,21,MEM,SG,79,74,2043,10.5,0.56,0.58,0.2,4.6,9.3,6.9,8.4,1,0.4,8.6,15.9,2.1,1.4,3.5,0.083,-1.2,-1,-2.2,-0.1,ROY-3,wellsja01
85,Jalen Duren,21,DET,C,78,78,2034,21.4,0.703,0,0.443,15.2,28.7,22,14.7,1.3,4.2,17.2,16.4,5.9,3.4,9.2,0.218,1.6,1.5,3.1,2.7,,durenja01
86,Jalen Wilson,24,BRK,PF,79,22,2031,9.5,0.541,0.584,0.266,4,11.4,7.5,10.8,1,0.2,10.2,16.6,0.9,1,1.9,0.046,-2.6,-1.3,-3.9,-1,,wilsoja03
87,Miles Bridges,26,CHO,PF,64,64,2029,17.7,0.541,0.413,0.233,3.7,21.9,12.6,21.7,1.1,2.2,10.2,28,1.3,1.8,3.2,0.075,2.3,-0.5,1.8,2,,bridgmi02
88,Davion Mitchell,26,2TM,PG,74,37,2027,10.2,0.573,0.443,0.176,1.9,7.1,4.5,24.2,1.7,0.8,20,13.6,1.3,1.6,3,0.07,-2.8,0.2,-2.6,-0.3,,mitchda01
88,Davion Mitchell,26,TOR,PG,44,22,1080,7.9,0.536,0.48,0.152,1.6,7,4.2,24.6,1.4,0.7,23.1,13.1,0,0.7,0.7,0.031,-4,-0.3,-4.3,-0.6,,mitchda01
88,Davion Mitchell,26,MIA,PG,30,15,947,12.9,0.611,0.405,0.203,2.2,7.3,4.8,23.8,2.2,0.8,16.5,14.2,1.3,1,2.3,0.114,-1.5,0.8,-0.6,0.3,,mitchda01
89,Franz Wagner,23,ORL,SF,60,60,2023,20.1,0.558,0.303,0.268,3,17.1,9.7,26.6,1.9,1,9.6,31,2.6,3.1,5.6,0.133,2.6,0.5,3.1,2.6,,wagnefr01
90,Quentin Grimes,24,2TM,SG,75,37,2013,15.9,0.595,0.512,0.26,3.2,14.7,8.9,17.7,1.8,1,13.3,22.8,2,1.4,3.4,0.081,1.3,-0.9,0.4,1.2,,grimequ01
90,Quentin Grimes,24,DAL,SG,47,12,1070,13.3,0.599,0.551,0.222,3.1,14.9,9.1,13.2,1.4,0.8,13.2,18.5,1,0.8,1.7,0.078,0.1,-0.4,-0.3,0.5,,grimequ01
90,Quentin Grimes,24,PHI,SG,28,25,943,18.8,0.592,0.48,0.29,3.3,14.5,8.7,22.7,2.2,1.2,13.4,27.5,1,0.6,1.6,0.083,2.7,-1.5,1.2,0.8,,grimequ01
91,Jordan Poole,25,WAS,SG,68,68,2001,16.6,0.591,0.588,0.259,1.6,9,5.3,25.6,2,1.2,14.8,29,1.2,0.8,2,0.047,2,-1.6,0.4,1.2,,poolejo01
92,Draymond Green,34,GSW,PF,68,66,1983,12.4,0.534,0.483,0.289,3.9,19,11.2,26.2,2.4,3.4,23.3,15.9,0.3,3.4,3.7,0.088,-2.3,2.8,0.5,1.3,DPOY-3DEF1,greendr01
93,Devin Vassell,24,SAS,SG,64,53,1983,14.2,0.553,0.483,0.135,1.8,12,6.9,13.8,2,1.5,8.5,22.1,0.9,1.3,2.2,0.054,-0.3,-0.8,-1.1,0.4,,vassede01
94,Klay Thompson,34,DAL,SF,72,72,1965,12.9,0.552,0.631,0.084,2.5,11,6.8,10.7,1.2,1.3,8.8,21.8,0.7,1.1,1.8,0.045,0.7,-1.6,-1,0.5,,thompkl01
95,Tyrese Maxey,24,PHI,PG,52,52,1960,19.5,0.562,0.438,0.265,0.8,9.6,5,28,2.3,1.1,9.2,29.8,2.9,1,3.8,0.094,3.2,-1.1,2,2,CPOY-10,maxeyty01
96,Norman Powell,31,LAC,SG,60,60,1958,17.5,0.615,0.453,0.28,1.2,9.6,5.5,10.2,1.8,0.5,9.2,26.1,2.9,2.3,5.3,0.129,1.7,-0.2,1.5,1.8,,powelno01
97,Yves Missi,20,NOP,C,73,67,1956,15.4,0.572,0.002,0.415,13.7,19.7,16.6,7.2,0.9,4.8,12.4,14.3,2.5,1.1,3.6,0.089,-1.6,-1.4,-3,-0.5,,missiyv01
98,Keon Ellis,25,SAC,SG,80,28,1948,13.5,0.664,0.692,0.185,3.4,8.8,6.1,8,3,3.2,12.4,12.7,2.7,2.2,5,0.122,-0.1,2,1.9,1.9,,elliske01
99,Bilal Coulibaly,20,WAS,SF,59,59,1948,10.8,0.515,0.359,0.296,4.8,10.9,7.8,14.9,1.9,1.9,15.1,17.9,-0.6,0.9,0.3,0.008,-3,-0.7,-3.7,-0.8,,coulibi01
100,Kyle Kuzma,29,2TM,PF,65,62,1936,10.6,0.514,0.369,0.238,3,17.1,10.2,12.1,0.9,0.9,13.5,24,-2.3,1.3,-0.9,-0.024,-2.9,-2,-4.9,-1.4,,kuzmaky01
100,Kyle Kuzma,29,WAS,PF,32,30,887,10.6,0.488,0.352,0.215,3.1,18.6,10.8,14.7,1.1,0.7,12.8,27.1,-1.7,0.4,-1.3,-0.068,-3,-2.3,-5.2,-0.7,,kuzmaky01
100,Kyle Kuzma,29,MIL,PF,33,32,1049,10.5,0.545,0.389,0.265,2.9,15.7,9.6,9.9,0.7,1.1,14.3,21.4,-0.6,0.9,0.3,0.014,-2.9,-1.8,-4.7,-0.7,,kuzmaky01
101,Julian Champagnie,23,SAS,SF,82,29,1932,12.2,0.577,0.722,0.141,3.7,13.9,8.8,7.9,1.5,1.6,9.5,17.2,1.3,1.2,2.5,0.062,-0.3,-0.9,-1.3,0.4,,champju02
102,Keon Johnson,22,BRK,SG,79,56,1925,10.4,0.499,0.515,0.178,3.5,14.5,8.8,14.6,2.1,1.5,12.1,21.7,-1.3,1.9,0.5,0.014,-3.1,-0.1,-3.3,-0.6,,johnske07
103,Naji Marshall,27,DAL,SF,69,31,1919,15.1,0.584,0.306,0.225,4.4,14,9.3,15.8,1.8,0.5,12.5,20,2,1.5,3.5,0.087,-0.3,-0.5,-0.8,0.6,,marshna01
104,Jrue Holiday,34,BOS,PG,62,62,1896,13.5,0.565,0.534,0.134,4.4,10.8,7.6,17.3,1.7,1.3,11.3,15.8,2.8,2.4,5.1,0.13,-0.3,1,0.7,1.3,,holidjr01
105,Guerschon Yabusele,29,PHI,C,70,43,1895,14.7,0.616,0.487,0.245,7.7,16.3,11.8,11.6,1.5,1.2,12.2,16.3,2.9,1,3.9,0.099,0.1,-1.1,-1,0.5,,yabusgu01
106,Gary Trent Jr.,26,MIL,SG,74,9,1893,11.7,0.591,0.659,0.14,1.2,8.2,4.8,6.4,1.8,0.2,5.7,17.1,1.6,1.7,3.3,0.084,-1.2,-0.4,-1.6,0.2,,trentga02
